v АК,v ЦН,I(650)
1.2587939698492463,-0.29045226130653273,0.0825928955334603
1.2763819095477387,-0.29045226130653273,0.08239130220990404
1.293969849246231,-0.29045226130653273,0.08216652686923444
1.3115577889447236,-0.29045226130653273,0.0815243566931826
1.329145728643216,-0.29045226130653273,0.08105939399574288
1.3467336683417086,-0.29045226130653273,0.08105939399574288
1.364321608040201,-0.29045226130653273,0.08078717610603986
1.3819095477386933,-0.29045226130653273,0.08078717610603986
1.399497487437186,-0.29045226130653273,0.08032489980320143
1.4170854271356783,-0.29045226130653273,0.08015960355191366
1.434673366834171,-0.29045226130653273,0.08002118794260794
1.4522613065326633,-0.29045226130653273,0.08002118794260794
1.4698492462311559,-0.29045226130653273,0.07986171116630028
1.4874371859296482,-0.29045226130653273,0.07935769608413132
1.5050251256281406,-0.29045226130653273,0.07935769608413132
1.5226130653266332,-0.29045226130653273,0.0791348450993399
1.5402010050251258,-0.29045226130653273,0.0791348450993399
1.557788944723618,-0.29045226130653273,0.07896795121222508
1.5753768844221105,-0.29045226130653273,0.07864408879158627
1.5929648241206031,-0.29045226130653273,0.07857009989277035
1.6105527638190953,-0.29045226130653273,0.07850690217455664
1.6281407035175879,-0.29045226130653273,0.07875129373129072
1.6457286432160805,-0.29045226130653273,0.0787472150668124
1.6633165829145726,-0.29045226130653273,0.0787472150668124
1.6809045226130652,-0.29045226130653273,0.07893067084638045
1.6984924623115578,-0.29045226130653273,0.07893067084638045
1.7160804020100504,-0.29045226130653273,0.07910766972326858
1.7336683417085426,-0.29045226130653273,0.0793131527762351
1.7512562814070352,-0.29045226130653273,0.07966265938967763
1.7688442211055277,-0.29045226130653273,0.07966265938967763
1.78643216080402,-0.29045226130653273,0.07966265938967763
1.8040201005025125,-0.29045226130653273,0.07966265938967763
1.821608040201005,-0.29045226130653273,0.08018013894615383
1.8391959798994977,-0.29045226130653273,0.08044576027437843
1.8567839195979898,-0.29045226130653273,0.08044576027437843
1.8743718592964824,-0.29045226130653273,0.08076843037960169
1.891959798994975,-0.29045226130653273,0.08076843037960169
1.9095477386934672,-0.29045226130653273,0.08204043415975915
1.9271356783919598,-0.29045226130653273,0.08241830467304469
1.9447236180904524,-0.29045226130653273,0.08241830467304469
1.9623115577889445,-0.29045226130653273,0.08241830467304469
1.979899497487437,-0.29045226130653273,0.08241830467304469
1.9974874371859297,-0.29045226130653273,0.08311507379638387
2.0150753768844223,-0.29045226130653273,0.08311507379638387
2.0326633165829144,-0.29045226130653273,0.08373059667775248
2.050251256281407,-0.29045226130653273,0.08373059667775248
2.0678391959798996,-0.29045226130653273,0.08409241679024657
2.0854271356783918,-0.29045226130653273,0.0842798348400695
2.1030150753768844,-0.29045226130653273,0.08473743240095194
2.120603015075377,-0.29045226130653273,0.08473743240095194
2.138190954773869,-0.29045226130653273,0.08473743240095194
2.1557788944723617,-0.29045226130653273,0.08473743240095194
2.1733668341708543,-0.29045226130653273,0.08473743240095194
2.190954773869347,-0.29045226130653273,0.08473743240095194
2.208542713567839,-0.29045226130653273,0.08473743240095194
2.2261306532663316,-0.29045226130653273,0.08473743240095194
2.2437185929648242,-0.29045226130653273,0.08473743240095194
2.2613065326633164,-0.29045226130653273,0.08473743240095194
2.278894472361809,-0.29045226130653273,0.08473743240095194
2.2964824120603016,-0.29045226130653273,0.08473743240095194
2.3140703517587937,-0.29045226130653273,0.08473743240095194
2.3316582914572863,-0.29045226130653273,0.08473743240095194
2.349246231155779,-0.29045226130653273,0.08473743240095194
2.3668341708542715,-0.29045226130653273,0.08473743240095194
2.3844221105527637,-0.29045226130653273,0.08473743240095194
2.4020100502512562,-0.29045226130653273,0.08473743240095194
2.419597989949749,-0.29045226130653273,0.08473743240095194
2.437185929648241,-0.29045226130653273,0.08473743240095194
2.4547738693467336,-0.29045226130653273,0.08473743240095194
2.472361809045226,-0.29045226130653273,0.08473743240095194
2.4899497487437188,-0.29045226130653273,0.08473743240095194
2.507537688442211,-0.29045226130653273,0.08473743240095194
2.5251256281407035,-0.29045226130653273,0.08473743240095194
2.542713567839196,-0.29045226130653273,0.08473743240095194
2.5603015075376883,-0.29045226130653273,0.08473743240095194
2.577889447236181,-0.29045226130653273,0.08473743240095194
2.5954773869346734,-0.29045226130653273,0.08473743240095194
2.6130653266331656,-0.29045226130653273,0.08473743240095194
2.630653266331658,-0.29045226130653273,0.08473743240095194
2.648241206030151,-0.29045226130653273,0.08473743240095194
2.6658291457286434,-0.29045226130653273,0.08473743240095194
2.6834170854271355,-0.29045226130653273,0.08473743240095194
2.701005025125628,-0.29045226130653273,0.08473743240095194
2.7185929648241207,-0.29045226130653273,0.08473743240095194
2.736180904522613,-0.29045226130653273,0.08473743240095194
2.7537688442211055,-0.29045226130653273,0.08473743240095194
2.771356783919598,-0.29045226130653273,0.08473743240095194
2.78894472361809,-0.29045226130653273,0.08473743240095194
2.806532663316583,-0.29045226130653273,0.08473743240095194
2.8241206030150754,-0.29045226130653273,0.08473743240095194
2.841708542713568,-0.29045226130653273,0.08473743240095194
2.85929648241206,-0.29045226130653273,0.08473743240095194
2.8768844221105527,-0.29045226130653273,0.08473743240095194
2.8944723618090453,-0.29045226130653273,0.08473743240095194
2.9120603015075375,-0.29045226130653273,0.08473743240095194
2.92964824120603,-0.29045226130653273,0.08473743240095194
2.9472361809045227,-0.29045226130653273,0.08473743240095194
2.9648241206030153,-0.29045226130653273,0.08473743240095194
2.9824120603015074,-0.29045226130653273,0.08473743240095194
3.0,-0.29045226130653273,0.08473743240095194
-0.5,-0.27567839195979904,0.08828231451710396
-0.4824120603015075,-0.27567839195979904,0.08828231451710396
-0.4648241206030151,-0.27567839195979904,0.08828231451710396
-0.4472361809045226,-0.27567839195979904,0.08828231451710396
-0.4296482412060302,-0.27567839195979904,0.08828231451710396
-0.4120603015075377,-0.27567839195979904,0.08828231451710396
-0.3944723618090452,-0.27567839195979904,0.08828231451710396
-0.37688442211055273,-0.27567839195979904,0.08828231451710396
-0.3592964824120603,-0.27567839195979904,0.08828231451710396
-0.3417085427135679,-0.27567839195979904,0.08828231451710396
-0.3241206030150754,-0.27567839195979904,0.08828231451710396
-0.3065326633165829,-0.27567839195979904,0.08828231451710396
-0.2889447236180904,-0.27567839195979904,0.08828231451710396
-0.271356783919598,-0.27567839195979904,0.08828231451710396
-0.2537688442211055,-0.27567839195979904,0.08828231451710396
-0.2361809045226131,-0.27567839195979904,0.08828231451710396
-0.2185929648241206,-0.27567839195979904,0.08828231451710396
-0.20100502512562812,-0.27567839195979904,0.08828231451710396
-0.1834170854271357,-0.27567839195979904,0.08828231451710396
-0.1658291457286432,-0.27567839195979904,0.08828231451710396
-0.14824120603015079,-0.27567839195979904,0.08828231451710396
-0.1306532663316583,-0.27567839195979904,0.08828231451710396
-0.11306532663316582,-0.27567839195979904,0.08828231451710396
-0.09547738693467339,-0.27567839195979904,0.08828231451710396
-0.07788944723618091,-0.27567839195979904,0.08828231451710396
-0.060301507537688426,-0.27567839195979904,0.08828231451710396
-0.042713567839196,-0.27567839195979904,0.08828231451710396
-0.025125628140703515,-0.27567839195979904,0.08828231451710396
-0.007537688442211032,-0.27567839195979904,0.08828231451710396
0.01005025125628145,-0.27567839195979904,0.08828231451710396
0.027638190954773822,-0.27567839195979904,0.08828231451710396
0.045226130653266305,-0.27567839195979904,0.08828231451710396
0.06281407035175879,-0.27567839195979904,0.08828231451710396
0.08040201005025127,-0.27567839195979904,0.08828231451710396
0.09798994974874375,-0.27567839195979904,0.08828231451710396
0.11557788944723613,-0.27567839195979904,0.08828231451710396
0.1331658291457286,-0.27567839195979904,0.08828231451710396
0.1507537688442211,-0.27567839195979904,0.08828231451710396
0.16834170854271358,-0.27567839195979904,0.08828231451710396
0.18592964824120606,-0.27567839195979904,0.08828231451710396
0.20351758793969843,-0.27567839195979904,0.08828231451710396
0.2211055276381909,-0.27567839195979904,0.08868976309438367
0.2386934673366834,-0.27567839195979904,0.08873183971036666
0.2562814070351759,-0.27567839195979904,0.08907213386667955
0.27386934673366836,-0.27567839195979904,0.08907213386667955
0.29145728643216084,-0.27567839195979904,0.08924268779898559
0.3090452261306532,-0.27567839195979904,0.0892921035682773
0.3266331658291457,-0.27567839195979904,0.0892921035682773
0.3442211055276382,-0.27567839195979904,0.0892921035682773
0.36180904522613067,-0.27567839195979904,0.08900272922019052
0.37939698492462315,-0.27567839195979904,0.08887962270833052
0.3969849246231155,-0.27567839195979904,0.08871002451049409
0.414572864321608,-0.27567839195979904,0.08871002451049409
0.4321608040201005,-0.27567839195979904,0.08871002451049409
0.44974874371859297,-0.27567839195979904,0.088526515116094
0.46733668341708545,-0.27567839195979904,0.08780435156160771
0.48492462311557794,-0.27567839195979904,0.08740678225552867
0.5025125628140703,-0.27567839195979904,0.08717786607137387
0.5201005025125629,-0.27567839195979904,0.08677916659493326
0.5376884422110553,-0.27567839195979904,0.08645359043175536
0.5552763819095476,-0.27567839195979904,0.08622282058770685
0.5728643216080402,-0.27567839195979904,0.08560417377513789
0.5904522613065326,-0.27567839195979904,0.08518719902980249
0.6080402010050252,-0.27567839195979904,0.08497384966665496
0.6256281407035176,-0.27567839195979904,0.08497384966665496
0.64321608040201,-0.27567839195979904,0.08497384966665496
0.6608040201005025,-0.27567839195979904,0.08437907859090352
0.6783919597989949,-0.27567839195979904,0.08388077640037661
0.6959798994974875,-0.27567839195979904,0.08317300750085099
0.7135678391959799,-0.27567839195979904,0.08301630139139275
0.7311557788944723,-0.27567839195979904,0.08301112543403974
0.7487437185929648,-0.27567839195979904,0.08296509473106145
0.7663316582914572,-0.27567839195979904,0.08296509473106145
0.7839195979899498,-0.27567839195979904,0.08261587648842178
0.8015075376884422,-0.27567839195979904,0.08261587648842178
0.8190954773869346,-0.27567839195979904,0.08262243688286428
0.8366834170854272,-0.27567839195979904,0.08250366897354176
0.8542713567839195,-0.27567839195979904,0.08231777852617768
0.8718592964824121,-0.27567839195979904,0.08231777852617768
0.8894472361809045,-0.27567839195979904,0.08241562791314755
0.9070351758793969,-0.27567839195979904,0.08241562791314755
0.9246231155778895,-0.27567839195979904,0.08257279379475525
0.9422110552763818,-0.27567839195979904,0.08283843297879592
0.9597989949748744,-0.27567839195979904,0.08303779885701748
0.9773869346733668,-0.27567839195979904,0.08313867547558852
0.9949748743718594,-0.27567839195979904,0.08314173644618035
1.0125628140703518,-0.27567839195979904,0.08330350570256113
1.0301507537688441,-0.27567839195979904,0.08330350570256113
1.0477386934673367,-0.27567839195979904,0.08359619557435524
1.065326633165829,-0.27567839195979904,0.08404870517508368
1.0829145728643217,-0.27567839195979904,0.0841593667701904
1.100502512562814,-0.27567839195979904,0.08423087194296666
1.1180904522613064,-0.27567839195979904,0.08407156159368562
1.135678391959799,-0.27567839195979904,0.08392248195316512
1.1532663316582914,-0.27567839195979904,0.08379474018465191
1.170854271356784,-0.27567839195979904,0.08379474018465191
1.1884422110552764,-0.27567839195979904,0.08384626267922801
1.2060301507537687,-0.27567839195979904,0.08370286637924187
1.2236180904522613,-0.27567839195979904,0.08300837673400639
1.2412060301507537,-0.27567839195979904,0.08300837673400639
1.2587939698492463,-0.27567839195979904,0.0825928955334603
1.2763819095477387,-0.27567839195979904,0.08239130220990404
1.293969849246231,-0.27567839195979904,0.08216652686923444
1.3115577889447236,-0.27567839195979904,0.0815243566931826
1.329145728643216,-0.27567839195979904,0.08105939399574288
1.3467336683417086,-0.27567839195979904,0.08105939399574288
1.364321608040201,-0.27567839195979904,0.08078717610603986
1.3819095477386933,-0.27567839195979904,0.08078717610603986
1.399497487437186,-0.27567839195979904,0.08032489980320143
1.4170854271356783,-0.27567839195979904,0.08015960355191366
1.434673366834171,-0.27567839195979904,0.08002118794260794
1.4522613065326633,-0.27567839195979904,0.08002118794260794
1.4698492462311559,-0.27567839195979904,0.07986171116630028
1.4874371859296482,-0.27567839195979904,0.07935769608413132
1.5050251256281406,-0.27567839195979904,0.07935769608413132
1.5226130653266332,-0.27567839195979904,0.0791348450993399
1.5402010050251258,-0.27567839195979904,0.0791348450993399
1.557788944723618,-0.27567839195979904,0.07896795121222508
1.5753768844221105,-0.27567839195979904,0.07864408879158627
1.5929648241206031,-0.27567839195979904,0.07857009989277035
1.6105527638190953,-0.27567839195979904,0.07850690217455664
1.6281407035175879,-0.27567839195979904,0.07875129373129072
1.6457286432160805,-0.27567839195979904,0.0787472150668124
1.6633165829145726,-0.27567839195979904,0.0787472150668124
1.6809045226130652,-0.27567839195979904,0.07893067084638045
1.6984924623115578,-0.27567839195979904,0.07893067084638045
1.7160804020100504,-0.27567839195979904,0.07910766972326858
1.7336683417085426,-0.27567839195979904,0.0793131527762351
1.7512562814070352,-0.27567839195979904,0.07966265938967763
1.7688442211055277,-0.27567839195979904,0.07966265938967763
1.78643216080402,-0.27567839195979904,0.07966265938967763
1.8040201005025125,-0.27567839195979904,0.07966265938967763
1.821608040201005,-0.27567839195979904,0.08018013894615383
1.8391959798994977,-0.27567839195979904,0.08044576027437843
1.8567839195979898,-0.27567839195979904,0.08044576027437843
1.8743718592964824,-0.27567839195979904,0.08076843037960169
1.891959798994975,-0.27567839195979904,0.08076843037960169
1.9095477386934672,-0.27567839195979904,0.08204043415975915
1.9271356783919598,-0.27567839195979904,0.08241830467304469
1.9447236180904524,-0.27567839195979904,0.08241830467304469
1.9623115577889445,-0.27567839195979904,0.08241830467304469
1.979899497487437,-0.27567839195979904,0.08241830467304469
1.9974874371859297,-0.27567839195979904,0.08311507379638387
2.0150753768844223,-0.27567839195979904,0.08311507379638387
2.0326633165829144,-0.27567839195979904,0.08373059667775248
2.050251256281407,-0.27567839195979904,0.08373059667775248
2.0678391959798996,-0.27567839195979904,0.08409241679024657
2.0854271356783918,-0.27567839195979904,0.0842798348400695
2.1030150753768844,-0.27567839195979904,0.08473743240095194
2.120603015075377,-0.27567839195979904,0.08473743240095194
2.138190954773869,-0.27567839195979904,0.08473743240095194
2.1557788944723617,-0.27567839195979904,0.08473743240095194
